# Time-averaged data for fix f_msd
# TimeStep c_c_msd[4]
1000 517.296
2000 861.344
3000 935.899
4000 956.529
5000 1065.43
6000 1152.7
7000 1162.56
8000 1171.93
9000 1178.98
10000 1181.87
11000 1187.06
12000 1189.46
13000 1189.67
14000 1191.47
15000 1197.29
16000 1196.41
17000 1191.47
18000 1188.37
19000 1190.92
20000 1192.95
21000 1189.28
22000 1187.41
23000 1189.16
24000 1187.08
25000 1190.06
26000 1193.65
27000 1201.3
28000 1212.41
29000 1217.67
30000 1221.78
31000 1234.17
32000 1240.39
33000 1247.9
34000 1261.25
35000 1271.99
36000 1276.71
37000 1284.37
38000 1291
39000 1304.09
40000 1316.57
41000 1323.24
42000 1325.79
43000 1341.96
44000 1348.07
45000 1347.41
46000 1348.95
47000 1358.86
48000 1359
49000 1358.09
50000 1358.2
51000 1369.71
52000 1370.79
53000 1370.21
54000 1365.22
55000 1360.31
56000 1369.55
57000 1372.83
58000 1375.06
59000 1378.4
60000 1391.33
61000 1405.44
62000 1414.23
63000 1423.06
64000 1434.76
65000 1453.9
66000 1469.14
67000 1471.15
68000 1474.79
69000 1475.45
70000 1481.74
71000 1497.09
72000 1506.88
73000 1516.07
74000 1529.5
75000 1539.02
76000 1543.9
77000 1546.41
78000 1553.26
79000 1557.25
80000 1549.67
81000 1541.27
82000 1541.67
83000 1536.64
84000 1533.01
85000 1534
86000 1533.19
87000 1540.52
88000 1553.9
89000 1558.64
90000 1563.98
91000 1565.14
92000 1578.78
93000 1590.48
94000 1595.64
95000 1601.46
96000 1612.21
97000 1608.22
98000 1599.5
99000 1599.2
100000 1602.24
101000 1610.16
102000 1608.75
103000 1602.99
104000 1609.63
105000 1607.11
106000 1607.17
107000 1599.9
108000 1596.11
109000 1599.03
110000 1604.21
111000 1620.5
112000 1623.58
113000 1626.97
114000 1635.07
115000 1642.54
116000 1655.11
117000 1669.01
118000 1683.91
119000 1692.24
120000 1692.21
121000 1704.22
122000 1722.58
123000 1727.53
124000 1730.12
125000 1729.87
126000 1727.58
127000 1731.9
128000 1737.87
129000 1739.06
130000 1749.46
131000 1757.79
132000 1766.34
133000 1774.73
134000 1773.13
135000 1777.2
136000 1782.11
137000 1789.28
138000 1798.32
139000 1790.88
140000 1791.29
141000 1797.93
142000 1794.64
143000 1796.77
144000 1798.65
145000 1794.8
146000 1797.24
147000 1805.68
148000 1809.16
149000 1817.85
150000 1824.34
151000 1828.26
152000 1836.98
153000 1840.99
154000 1834.99
155000 1821.12
156000 1824.28
157000 1835.96
158000 1837.34
159000 1839.92
160000 1840.3
161000 1835.55
162000 1832.17
163000 1836.29
164000 1837.14
165000 1848.71
166000 1857.66
167000 1865
168000 1870.56
169000 1880.36
170000 1890.65
171000 1903.44
172000 1916.25
173000 1919.76
174000 1919.74
175000 1926.26
176000 1937.91
177000 1949.69
178000 1956.04
179000 1948.93
180000 1946.48
181000 1936.87
182000 1936.55
183000 1932
184000 1934.59
185000 1945.18
186000 1957.26
187000 1971.07
188000 1983.59
189000 1991.3
190000 1995.43
191000 2003.85
192000 2006.22
193000 2022.36
194000 2028.93
195000 2029.16
196000 2039.06
197000 2044.57
198000 2049.13
199000 2049.98
200000 2050.17
201000 2052.68
202000 2059.79
203000 2069.67
204000 2074.41
205000 2080.85
