# Time-averaged data for fix f_msd
# TimeStep c_c_msd[4]
1000 529.173
2000 866.037
3000 922.74
4000 979.046
5000 1119.95
6000 1203.62
7000 1205.11
8000 1204.46
9000 1201.06
10000 1196.53
11000 1192.06
12000 1189.42
13000 1186.47
14000 1187.28
15000 1198.01
16000 1209.54
17000 1213.53
18000 1219.58
19000 1230.07
20000 1246.51
21000 1264.48
22000 1279.82
23000 1286.79
24000 1292.1
25000 1300.24
26000 1316.13
27000 1330.02
28000 1344.28
29000 1359.25
30000 1364.49
31000 1360.82
32000 1356.12
33000 1353.94
34000 1351.02
35000 1347.56
36000 1345.41
37000 1351.95
38000 1359.88
39000 1358.5
40000 1351.82
41000 1344.46
42000 1338.35
43000 1337.32
44000 1332.37
45000 1332.8
46000 1336.85
47000 1342.76
48000 1343.37
49000 1340.71
50000 1335.66
51000 1330.65
52000 1336.18
53000 1339.27
54000 1346.94
55000 1350.44
56000 1346.09
57000 1343.62
58000 1351.2
59000 1354.91
60000 1367.11
61000 1375.63
62000 1376.68
63000 1386.56
64000 1401.8
65000 1421.48
66000 1426.25
67000 1428.1
68000 1429.49
69000 1437.7
70000 1444.99
71000 1451.4
72000 1451.72
73000 1450.66
74000 1446.3
75000 1446.8
76000 1449.3
77000 1455.57
78000 1459.62
79000 1463.59
80000 1470.88
81000 1476.23
82000 1490.55
83000 1504.15
84000 1511.74
85000 1516.57
86000 1520.81
87000 1525.24
88000 1534.85
89000 1540.54
90000 1544.57
91000 1557.46
92000 1551.8
93000 1551.87
94000 1555.48
95000 1561.45
96000 1567.21
97000 1574.64
98000 1582.29
99000 1590.21
100000 1595.85
101000 1591.87
102000 1593.28
103000 1597.51
104000 1601.56
105000 1610.96
106000 1626.98
107000 1638.09
108000 1642.03
109000 1639.35
110000 1637.78
111000 1648.03
112000 1661.3
113000 1675.22
114000 1675.35
115000 1672.5
116000 1673.77
117000 1685.39
118000 1687.24
119000 1683.84
120000 1690.31
121000 1704.19
122000 1726.12
123000 1735.27
124000 1738.17
125000 1741.51
126000 1738.13
127000 1741.97
128000 1747.49
129000 1754.13
130000 1760.5
131000 1763.98
132000 1774.13
133000 1797.74
134000 1827.64
135000 1853.31
136000 1864.32
137000 1869.25
138000 1884.63
139000 1898.37
140000 1906.88
141000 1915.6
142000 1921.26
143000 1925.99
144000 1928.83
145000 1932.05
146000 1936.79
147000 1939.79
148000 1947.72
149000 1956.21
150000 1954.06
151000 1956.44
152000 1960.55
153000 1971.45
154000 1971.26
155000 1970.93
156000 1979.99
157000 1980.17
158000 1973.28
159000 1977.47
160000 1985.48
161000 1992.63
162000 1996.73
163000 1998.08
164000 2002.98
165000 2014.77
166000 2033.76
167000 2048.88
168000 2056.63
169000 2061.45
170000 2068.81
171000 2086.91
172000 2096.94
173000 2106.59
174000 2120.95
175000 2127.64
176000 2126.54
177000 2123.19
178000 2129.82
179000 2129.73
180000 2144.14
181000 2155.99
182000 2169.69
183000 2176.77
184000 2178.43
185000 2193.54
186000 2203.28
187000 2205.59
188000 2212.93
189000 2217.59
190000 2210.03
191000 2208.68
192000 2209.18
193000 2220.05
194000 2226.25
195000 2217.47
196000 2221.4
197000 2228.57
198000 2229.93
199000 2223.68
200000 2220.61
201000 2224.2
202000 2231.69
203000 2243.31
204000 2251.33
205000 2258.13
