# Time-averaged data for fix f_shear
# TimeStep v_shear_stress
206000 12.3848
207000 -0.0788517
208000 2.48684
209000 -0.646707
210000 0.291386
211000 -2.17492
212000 -1.07611
213000 -1.09243
214000 -2.87501
215000 -0.264166
216000 0.64446
217000 -0.560008
218000 -0.835282
219000 -1.4084
220000 -0.992286
221000 0.389141
222000 1.21988
223000 -0.213555
224000 -1.83224
225000 -0.258715
226000 -2.48364
227000 -1.35367
228000 -2.30777
229000 -3.47363
230000 -3.76336
231000 -3.96508
232000 -4.43041
233000 -3.43582
234000 -0.968216
235000 -1.6564
236000 -1.91888
237000 -1.11308
238000 -1.07014
239000 -1.07009
240000 4.5619
241000 -2.8897
242000 -2.80757
243000 -3.5782
244000 -3.18717
245000 -4.01538
246000 -2.26475
247000 -0.463494
248000 -3.17257
249000 -3.21938
250000 -3.94806
251000 -1.63117
252000 -2.10871
253000 -2.88951
254000 -4.07373
255000 -3.82862
256000 -4.14077
257000 -4.09307
258000 -2.18631
259000 -0.0885351
260000 -1.09218
261000 -0.998044
262000 -1.48546
263000 -1.65797
264000 -3.3909
265000 -3.99661
266000 -3.82789
267000 -4.65947
268000 -3.02809
269000 -1.58345
270000 -0.725101
271000 -2.08015
272000 -1.27177
273000 0.498412
274000 -1.55826
275000 -1.95865
276000 -2.17628
277000 -3.44409
278000 -4.06832
279000 -3.9968
280000 -3.03493
281000 -3.15889
282000 -2.64196
283000 -3.78848
284000 -3.6367
285000 -3.77046
286000 -1.98262
287000 -2.02584
288000 -1.11402
289000 -1.8275
290000 -1.81086
291000 -2.05689
292000 -1.78735
293000 0.403537
294000 -1.86352
295000 -2.59534
296000 -1.34146
297000 -2.17504
298000 -0.680749
299000 -0.502836
300000 -1.29947
301000 -2.04923
302000 0.167035
303000 -0.403467
304000 -0.902747
305000 -1.01666
306000 -1.41403
307000 -1.04808
308000 -0.517976
309000 0.640359
310000 1.27124
311000 0.8074
312000 1.29247
313000 1.19711
314000 -0.653012
315000 0.302821
316000 0.058596
317000 -2.53703
318000 -2.19561
319000 -2.27622
320000 -1.47624
