# Time-averaged data for fix f_msd
# TimeStep c_c_msd[4]
1000 533.378
2000 937.401
3000 1038.16
4000 1165.08
5000 1298.02
6000 1369.95
7000 1381.66
8000 1387.84
9000 1401.19
10000 1413.45
11000 1418.36
12000 1427.43
13000 1442.11
14000 1454
15000 1463.32
16000 1471.87
17000 1482.89
18000 1497.07
19000 1511.02
20000 1508.97
21000 1510.13
22000 1521.98
23000 1533.09
24000 1536.99
25000 1537.47
26000 1549.32
27000 1549.65
28000 1556.03
29000 1562.37
30000 1579.9
31000 1597.53
32000 1601.26
33000 1612.71
34000 1636.37
35000 1659.56
36000 1679.36
37000 1692.48
38000 1718.57
39000 1728.27
40000 1735.68
41000 1736.95
42000 1741.52
43000 1747.66
44000 1759.35
45000 1777.53
46000 1788.42
47000 1791.63
48000 1805.14
49000 1818.48
50000 1830.29
51000 1846.5
52000 1857.87
53000 1878.83
54000 1895.16
55000 1905.09
56000 1915.64
57000 1923.08
58000 1925.73
59000 1919.8
60000 1918.65
61000 1923.2
62000 1926.67
63000 1932.01
64000 1943.6
65000 1958.7
66000 1968.4
67000 1960.74
68000 1953.72
69000 1956.63
70000 1956.86
71000 1952.93
72000 1945.12
73000 1927.87
74000 1917.54
75000 1930.59
76000 1951.02
77000 1965.43
78000 1982.45
79000 2002.45
80000 2020.8
81000 2034.59
82000 2035.56
83000 2046.58
84000 2053.78
85000 2069.29
86000 2080.08
87000 2090.96
88000 2098.95
89000 2102.41
90000 2107.03
91000 2105.74
92000 2113.53
93000 2114.71
94000 2112.24
95000 2107.73
96000 2109.61
97000 2113.06
98000 2118.65
99000 2125.79
100000 2129.87
101000 2133.31
102000 2147.8
103000 2154.21
104000 2160.17
105000 2157.22
106000 2168.24
107000 2174.64
108000 2185.97
109000 2188.18
110000 2184.83
111000 2181.92
112000 2176.07
113000 2169.47
114000 2179.79
115000 2197.61
116000 2214.91
117000 2221.13
118000 2225.3
119000 2232.67
120000 2244.96
121000 2264.15
122000 2271.84
123000 2279.35
124000 2278.18
125000 2277.65
126000 2281.99
127000 2282.99
128000 2286.87
129000 2303.14
130000 2313.78
131000 2319.33
132000 2329.86
133000 2338.18
134000 2338.01
135000 2335.52
136000 2333.07
137000 2325.49
138000 2314.23
139000 2303.74
140000 2284.67
141000 2275.42
142000 2278.06
143000 2281.46
144000 2287.21
145000 2300.67
146000 2309.56
147000 2312.07
148000 2308.78
149000 2306.15
150000 2311.59
151000 2316.55
152000 2316.17
153000 2319.61
154000 2326.39
155000 2336.53
156000 2349.83
157000 2343.69
158000 2343.54
159000 2345.99
160000 2345.47
161000 2346.86
162000 2341.83
163000 2346.78
164000 2347.87
165000 2343.08
166000 2357.09
167000 2373.93
168000 2373.68
169000 2372.56
170000 2371.44
171000 2370.61
172000 2360.15
173000 2351.72
174000 2344.61
175000 2334.29
176000 2319.36
177000 2314.29
178000 2316.23
179000 2322.08
180000 2319.85
181000 2320.99
182000 2323.74
183000 2313.36
184000 2319.19
185000 2324.76
186000 2334.11
187000 2341.29
188000 2343.37
189000 2333.83
190000 2332.8
191000 2332.86
192000 2338.84
193000 2329.82
194000 2332.8
195000 2333.45
196000 2336.83
197000 2345.12
198000 2344.21
199000 2346.51
200000 2359.51
201000 2360.96
202000 2368.57
203000 2371.69
204000 2375.45
205000 2382.12
