# Time-averaged data for fix f_msd
# TimeStep c_c_msd[4]
1000 529.173
2000 866.037
3000 922.74
4000 979.046
5000 1119.95
6000 1204.03
7000 1203.41
8000 1200.89
9000 1207.52
10000 1214.53
11000 1227.71
12000 1240.95
13000 1248.15
14000 1251.98
15000 1258.77
16000 1274.81
17000 1292.93
18000 1307.79
19000 1317.73
20000 1336.13
21000 1351.87
22000 1370.65
23000 1376.93
24000 1382.86
25000 1382.19
26000 1391.06
27000 1402.87
28000 1415.44
29000 1414.8
30000 1407.81
31000 1402.11
32000 1413.33
33000 1420.62
34000 1430.8
35000 1449.73
36000 1476.08
37000 1502.74
38000 1523.22
39000 1532.57
40000 1536.62
41000 1546.16
42000 1548.73
43000 1545.75
44000 1555.68
45000 1566.3
46000 1577.4
47000 1592.83
48000 1609.99
49000 1623.12
50000 1638.51
51000 1649.5
52000 1654.17
53000 1655.73
54000 1667.33
55000 1675.29
56000 1680.05
57000 1682.42
58000 1691.86
59000 1700.42
60000 1712.4
61000 1727.34
62000 1734.45
63000 1740.13
64000 1749.68
65000 1764.12
66000 1787.52
67000 1798.82
68000 1800.42
69000 1806.02
70000 1816.97
71000 1828.38
72000 1839.84
73000 1849.94
74000 1862.42
75000 1875.42
76000 1898.92
77000 1911.9
78000 1907.58
79000 1908.19
80000 1909.56
81000 1911.54
82000 1915.97
83000 1928.83
84000 1945.73
85000 1952.1
86000 1962.77
87000 1969.65
88000 1987.46
89000 1996.66
90000 1998.69
91000 1991.86
92000 1980.76
93000 1976.19
94000 1966.15
95000 1959.32
96000 1957.69
97000 1953.2
98000 1945.51
99000 1936.08
100000 1940.51
101000 1953.07
102000 1956.4
103000 1973.63
104000 1993.64
105000 2015.75
106000 2026.82
107000 2034.28
108000 2036.16
109000 2033.2
110000 2033.96
111000 2036.03
112000 2033.6
113000 2036.49
114000 2047.08
115000 2046.16
116000 2035.78
117000 2041.93
118000 2054.64
119000 2057.38
120000 2058.44
121000 2060.57
122000 2067.74
123000 2075.38
124000 2088.69
125000 2100.41
126000 2116.85
127000 2131.2
128000 2129.98
129000 2126.42
130000 2136.67
131000 2140.61
132000 2146.1
133000 2152.2
134000 2156.15
135000 2167.17
136000 2178.13
137000 2194.05
138000 2190.62
139000 2205.9
140000 2214.16
141000 2222.45
142000 2235.13
143000 2240.45
144000 2235.64
145000 2233.61
146000 2228.87
147000 2224.02
148000 2223.92
149000 2221.22
150000 2219.6
151000 2208.79
152000 2209.21
153000 2205.73
154000 2197.62
155000 2196.32
156000 2199.11
157000 2204.36
158000 2206.2
159000 2206.17
160000 2208.61
161000 2215.84
162000 2225.14
163000 2235.56
164000 2237.76
165000 2236.2
166000 2240.42
167000 2240.54
168000 2238.21
169000 2220.65
170000 2218.16
171000 2216.69
172000 2202.14
173000 2185.12
174000 2179.4
175000 2188.73
176000 2196.86
177000 2185.54
178000 2181.52
179000 2182.78
180000 2180.97
181000 2186.05
182000 2181.17
183000 2192.25
184000 2191.98
185000 2184.32
186000 2184.72
187000 2181.98
188000 2177.31
189000 2178.62
190000 2174.41
191000 2162.28
192000 2149.37
193000 2146.22
194000 2148.15
195000 2148.33
196000 2143.84
197000 2128.56
198000 2119.67
199000 2111.4
200000 2110.47
201000 2109.63
202000 2115.95
203000 2124.25
204000 2124.38
205000 2131.72
