# Time-averaged data for fix f_msd
# TimeStep c_c_msd[4]
1000 532.421
2000 855.933
3000 846.487
4000 913.212
5000 1059.87
6000 1143.22
7000 1163.82
8000 1180.44
9000 1176.46
10000 1166.59
11000 1161.94
12000 1159.55
13000 1155.09
14000 1147.68
15000 1142.19
16000 1136.77
17000 1133.02
18000 1128.57
19000 1122.54
20000 1111.83
21000 1107.44
22000 1103.99
23000 1104.79
24000 1112.86
25000 1125.18
26000 1130.52
27000 1133.36
28000 1136.59
29000 1137.04
30000 1137.61
31000 1135.45
32000 1149.73
33000 1176.74
34000 1188.69
35000 1193.58
36000 1194.59
37000 1198.48
38000 1209.62
39000 1208.04
40000 1208.23
41000 1215.97
42000 1222.18
43000 1239.61
44000 1256.23
45000 1271.45
46000 1290.13
47000 1309.81
48000 1317.33
49000 1322.98
50000 1325.9
51000 1323.73
52000 1326.89
53000 1336.76
54000 1338.55
55000 1344.67
56000 1353.15
57000 1357.15
58000 1369.57
59000 1377.69
60000 1378.5
61000 1378.12
62000 1376.78
63000 1373.94
64000 1373.93
65000 1378.65
66000 1385.79
67000 1395.21
68000 1410.91
69000 1413.73
70000 1418.12
71000 1423.72
72000 1425.85
73000 1429.53
74000 1431.64
75000 1432.71
76000 1441.36
77000 1450.4
78000 1460.69
79000 1477.4
80000 1484.95
81000 1487.28
82000 1487.81
83000 1485.7
84000 1487.41
85000 1485.96
86000 1488.16
87000 1490.26
88000 1496.95
89000 1508.74
90000 1533.57
91000 1555.69
92000 1567.81
93000 1577.27
94000 1580.11
95000 1588.73
96000 1602.01
97000 1607.64
98000 1608.15
99000 1616.13
100000 1625.2
101000 1636.07
102000 1645.16
103000 1651.87
104000 1662.7
105000 1676.57
106000 1695.4
107000 1712.51
108000 1725.97
109000 1743.98
110000 1769.66
111000 1797.5
112000 1818.7
113000 1837.55
114000 1845.05
115000 1848.81
116000 1849.91
117000 1851.72
118000 1856.11
119000 1855.81
120000 1860.57
121000 1853.35
122000 1839.77
123000 1828.57
124000 1818.55
125000 1806.18
126000 1800.9
127000 1792.37
128000 1781.39
129000 1774.84
130000 1778.02
131000 1776.65
132000 1767.01
133000 1765.92
134000 1768.54
135000 1783.55
136000 1796.53
137000 1813.82
138000 1821.89
139000 1828.23
140000 1835.02
141000 1837.65
142000 1845.89
143000 1853.7
144000 1871.39
145000 1888.91
146000 1901.72
147000 1909.09
148000 1919.55
149000 1938.96
150000 1945.85
151000 1945.86
152000 1950.93
153000 1945.9
154000 1936.58
155000 1926.02
156000 1921.34
157000 1916.26
158000 1909.85
159000 1897.62
160000 1875.31
161000 1865.66
162000 1865.41
163000 1861.63
164000 1857.16
165000 1851.36
166000 1847.53
167000 1847.69
168000 1847.77
169000 1857.69
170000 1859.63
171000 1850.96
172000 1851.41
173000 1841.37
174000 1829.53
175000 1829.56
176000 1838.09
177000 1837.05
178000 1852.54
179000 1864
180000 1865.61
181000 1873.12
182000 1881.4
183000 1891.31
184000 1902.91
185000 1904.36
186000 1906.9
187000 1902.91
188000 1893.75
189000 1889.38
190000 1885.17
191000 1885.89
192000 1889.57
193000 1883.79
194000 1892.54
195000 1896.16
196000 1893.6
197000 1886.36
198000 1883.87
199000 1890.1
200000 1897.95
201000 1910.19
202000 1918.72
203000 1911.41
204000 1910.55
205000 1920.24
