# Time-averaged data for fix f_shear
# TimeStep v_shear_stress
206000 -7.32809
207000 1.5854
208000 -6.90423
209000 -2.50077
210000 -5.14838
211000 0.37627
212000 -4.16848
213000 5.16634
214000 1.70398
215000 3.12005
216000 0.344148
217000 -1.01746
218000 1.42851
219000 -0.7042
220000 -0.222664
221000 0.962823
222000 -0.109094
223000 -7.43131
224000 -0.107707
225000 -0.96852
226000 -1.40704
227000 0.674672
228000 -1.77824
229000 0.126338
230000 -1.51573
231000 -1.62592
232000 -2.09067
233000 -1.07465
234000 -0.88241
235000 0.611938
236000 -1.39067
237000 -1.43878
238000 -3.6674
239000 -2.42201
240000 -3.79548
241000 0.190622
242000 -2.19514
243000 -2.00437
244000 -4.63136
245000 2.55752
246000 1.4332
247000 0.183047
248000 3.53761
249000 0.11033
250000 -2.21728
251000 -0.0762887
252000 -0.123882
253000 0.570106
254000 2.82945
255000 2.17125
256000 -1.17707
257000 4.60439
258000 1.33259
259000 0.985549
260000 4.07204
261000 0.611766
262000 0.923715
263000 -0.321804
264000 -0.365616
265000 0.0402992
266000 -2.33142
267000 -7.0357
268000 -3.52036
269000 -6.29743
270000 -2.21559
271000 -0.208948
272000 -4.00254
273000 -4.52542
274000 -4.90074
275000 -2.01218
276000 -2.76728
277000 -5.30585
278000 -6.78979
279000 -3.40617
280000 -1.04432
281000 -0.411537
282000 2.26909
283000 2.27684
284000 4.05699
285000 2.76027
286000 1.38056
287000 4.10176
288000 -0.20301
289000 0.955542
290000 2.35959
291000 -3.69425
292000 -0.874319
293000 0.885313
294000 1.07331
295000 -0.141198
296000 2.85879
297000 -0.853779
298000 -3.0675
299000 -1.69202
300000 -1.42155
301000 -3.13236
302000 0.554548
303000 -1.8447
304000 -0.150233
305000 -0.4703
306000 -2.50014
307000 2.35702
308000 -3.79871
309000 -2.21597
310000 -7.45342
311000 -3.29636
312000 -1.07
313000 -3.17539
314000 -4.24825
315000 -6.51074
316000 -0.0279142
317000 -1.7764
318000 -1.5839
319000 0.97144
320000 -1.87745
321000 -1.01506
322000 -2.74277
323000 -2.32605
324000 -3.16829
325000 -6.02342
326000 -6.49956
327000 -5.38011
328000 -6.06396
329000 -5.07706
330000 -3.90751
331000 -1.93945
332000 -4.17713
333000 -4.72756
334000 -2.15315
335000 -6.3288
336000 -4.33497
337000 -2.56448
338000 -3.62443
339000 -2.53787
340000 -5.52351
341000 -2.65082
342000 -2.00016
343000 -1.42131
344000 -1.82564
345000 -0.9701
346000 -4.2331
347000 -4.48076
348000 0.0149685
349000 -0.60276
350000 -1.14523
351000 -0.0958507
352000 -0.590791
353000 -1.50487
354000 -2.33482
355000 -2.77717
356000 -3.74485
357000 -3.25404
358000 -3.70363
359000 1.4754
360000 0.391415
361000 1.73429
362000 -3.12729
363000 0.199118
364000 0.963863
365000 -0.0163294
366000 -0.835631
367000 2.56644
368000 2.64661
369000 0.0748499
370000 0.454589
371000 2.11643
372000 2.10756
373000 -1.11749
374000 3.14622
375000 1.28819
376000 0.378255
377000 -0.892467
378000 0.432773
379000 1.46308
380000 3.2951
381000 0.328492
382000 3.91003
383000 -0.130733
384000 4.49183
385000 1.62263
386000 3.5973
387000 0.942198
388000 5.50221
389000 4.20771
390000 5.01521
391000 0.862344
392000 5.34235
393000 1.14943
394000 5.58025
395000 0.107278
396000 -0.193059
397000 4.06702
398000 4.8892
399000 1.84297
400000 6.58501
401000 5.77623
402000 6.71751
403000 5.35141
404000 6.11132
405000 4.92917
406000 2.99522
407000 2.3428
408000 -0.9163
409000 -0.61093
410000 -0.8928
411000 1.93427
412000 -2.78003
413000 -0.925166
414000 -3.04847
415000 0.149912
416000 -0.361562
417000 -1.22061
418000 -0.733317
419000 -3.229
