# Time-averaged data for fix f_msd
# TimeStep c_c_msd[4]
1000 561.803
2000 970.937
3000 1055.13
4000 1142.3
5000 1336.21
6000 1446
7000 1463.19
8000 1474.06
9000 1484.96
10000 1502.22
11000 1518.65
12000 1520.95
13000 1531.27
14000 1534.88
15000 1528.45
16000 1530.08
17000 1536.07
18000 1544.65
19000 1546.63
20000 1551.23
21000 1563.75
22000 1579.02
23000 1597.81
24000 1610.56
25000 1629.65
26000 1647.61
27000 1662.28
28000 1674.03
29000 1679.77
30000 1685.17
31000 1697.58
32000 1718.58
33000 1733.46
34000 1752.36
35000 1767.43
36000 1780.48
37000 1803.87
38000 1835.68
39000 1859.58
40000 1872.67
41000 1892.84
42000 1917.9
43000 1934.42
44000 1949.17
45000 1951.05
46000 1942.73
47000 1943.76
48000 1938.97
49000 1944.77
50000 1967.93
51000 1992.12
52000 2012.15
53000 2035.95
54000 2062.75
55000 2080.88
56000 2093.17
57000 2113.55
58000 2128.71
59000 2144.36
60000 2158.76
61000 2177.82
62000 2199.58
63000 2224.07
64000 2244.66
65000 2264.13
66000 2270.73
67000 2286.64
68000 2300.37
69000 2322.45
70000 2343.2
71000 2354.34
72000 2353.74
73000 2360.48
74000 2373.54
75000 2376.13
76000 2374.71
77000 2377.67
78000 2375.05
79000 2369.51
80000 2364.71
81000 2370.18
82000 2380.46
83000 2397.39
84000 2404.77
85000 2419.74
86000 2435.27
87000 2450.29
88000 2455.38
89000 2459.5
90000 2465.2
91000 2461.18
92000 2466.03
93000 2476.66
94000 2480.38
95000 2481.29
96000 2485.82
97000 2495.52
98000 2507.75
99000 2514.06
100000 2521.45
101000 2520.95
102000 2518.64
103000 2512.54
104000 2513.26
105000 2511.49
106000 2515
107000 2523.82
108000 2536.37
109000 2549.86
110000 2545.68
111000 2554.81
112000 2566.01
113000 2572.66
114000 2587.73
115000 2593.45
116000 2605.75
117000 2625.36
118000 2637.35
119000 2649.65
120000 2662.17
121000 2673.34
122000 2679.94
123000 2686.63
124000 2677.78
125000 2672.3
126000 2669.49
127000 2680.27
128000 2691.27
129000 2707.67
130000 2715.04
131000 2720.93
132000 2733.38
133000 2748.67
134000 2758.37
135000 2766.72
136000 2773.35
137000 2774.49
138000 2778.8
139000 2784.88
140000 2809.98
141000 2843.36
142000 2874.45
143000 2880.49
144000 2887.22
145000 2908.75
146000 2925.69
147000 2945.76
148000 2968.54
149000 2992.71
150000 3019.95
151000 3044.02
152000 3066.86
153000 3081.46
154000 3075.53
155000 3075.08
156000 3094.46
157000 3125.11
158000 3147.55
159000 3150.05
160000 3147.31
161000 3163.76
162000 3186.59
163000 3206.28
164000 3231.71
165000 3244.35
166000 3254.17
167000 3257.57
168000 3259.3
169000 3252.75
170000 3245.46
171000 3241.63
172000 3226.45
173000 3215.37
174000 3212.17
175000 3214.29
176000 3213.1
177000 3219.83
178000 3227.54
179000 3236.43
180000 3246.58
181000 3260.67
182000 3273.07
183000 3278.33
184000 3274.39
185000 3275.66
186000 3286.07
187000 3286.91
188000 3293.16
189000 3291.25
190000 3295.4
191000 3298.84
192000 3298.75
193000 3301.87
194000 3311.46
195000 3310.38
196000 3302.3
197000 3295.07
198000 3273.65
199000 3276.03
200000 3290.89
201000 3300.37
202000 3304.98
203000 3309.28
204000 3309.3
205000 3309.58
