# Time-averaged data for fix f_msd
# TimeStep c_c_msd[4]
1000 507.675
2000 828.056
3000 893.108
4000 952.788
5000 1109.37
6000 1198.48
7000 1204.5
8000 1213.12
9000 1224.83
10000 1239.54
11000 1251.02
12000 1261.36
13000 1276.32
14000 1289.4
15000 1299.51
16000 1307.39
17000 1313.16
18000 1316.57
19000 1326.82
20000 1342.23
21000 1355.71
22000 1367.2
23000 1389.92
24000 1415.01
25000 1434.8
26000 1444.65
27000 1455.55
28000 1471.83
29000 1487.38
30000 1495.88
31000 1498.48
32000 1507.34
33000 1513.62
34000 1518.1
35000 1517.14
36000 1521.09
37000 1522.84
38000 1519.47
39000 1527.91
40000 1532.93
41000 1544.07
42000 1549.25
43000 1547.99
44000 1554.66
45000 1561.34
46000 1570.52
47000 1574.61
48000 1584.69
49000 1588.04
50000 1593.77
51000 1614.71
52000 1625.68
53000 1633.28
54000 1626.75
55000 1626.07
56000 1623.91
57000 1624.26
58000 1622.56
59000 1613.37
60000 1605.43
61000 1615.21
62000 1624.86
63000 1631.15
64000 1631.43
65000 1630.77
66000 1632.58
67000 1628.84
68000 1632.63
69000 1642.57
70000 1658.8
71000 1665.02
72000 1676.05
73000 1683.98
74000 1683.66
75000 1686.41
76000 1686.03
77000 1690.98
78000 1697.83
79000 1697.37
80000 1692.82
81000 1682.09
82000 1680.83
83000 1678.98
84000 1676.39
85000 1678.19
86000 1684.63
87000 1683.57
88000 1681.99
89000 1685.64
90000 1691.03
91000 1706.34
92000 1721.05
93000 1731.16
94000 1741.64
95000 1735.51
96000 1736.64
97000 1747.81
98000 1754.65
99000 1767.06
100000 1773.41
101000 1777.7
102000 1776.48
103000 1775.59
104000 1778.99
105000 1791
106000 1796.81
107000 1803.34
108000 1800.99
109000 1806.93
110000 1815.65
111000 1816.52
112000 1814.8
113000 1811.34
114000 1804.97
115000 1800.91
116000 1802.31
117000 1805.39
118000 1800.98
119000 1795.53
120000 1797.97
121000 1806.09
122000 1813.05
123000 1818.67
124000 1826.1
125000 1840.88
126000 1845.76
127000 1851.5
128000 1855.91
129000 1862.29
130000 1870.65
131000 1883.23
132000 1893.13
133000 1903.02
134000 1908.81
135000 1904.28
136000 1911
137000 1918.99
138000 1921.26
139000 1917.65
140000 1912.05
141000 1910.88
142000 1916.42
143000 1923.53
144000 1924.79
145000 1925.29
146000 1915.64
147000 1908.04
148000 1904.27
149000 1897.64
150000 1896.22
151000 1908.76
152000 1919.22
153000 1926.08
154000 1925.26
155000 1923.24
156000 1923.56
157000 1928.01
158000 1936.17
159000 1947.46
160000 1956.09
161000 1955.24
162000 1960.22
163000 1964.24
164000 1962.88
165000 1955.38
166000 1953.15
167000 1957.57
168000 1957.46
169000 1969.01
170000 1975.83
171000 1981.28
172000 1988.26
173000 1995.43
174000 2007.54
175000 2026.87
176000 2028.58
177000 2026.33
178000 2037.67
179000 2042.73
180000 2042.28
181000 2044.35
182000 2054.71
183000 2063.03
184000 2063.66
185000 2069.4
186000 2069.02
187000 2071.29
188000 2078.24
189000 2088.49
190000 2092.2
191000 2076.57
192000 2064.37
193000 2059.46
194000 2062.08
195000 2056.98
196000 2055.84
197000 2053.8
198000 2056.17
199000 2062.25
200000 2055.33
201000 2055.83
202000 2046.67
203000 2033.35
204000 2032.36
205000 2023.08
