# Time-averaged data for fix f_msd
# TimeStep c_c_msd[4]
1000 560.13
2000 950.307
3000 979.348
4000 1033.56
5000 1199.4
6000 1307.37
7000 1317.24
8000 1326.92
9000 1342.01
10000 1357.96
11000 1383.02
12000 1405.44
13000 1433.03
14000 1452.33
15000 1459.28
16000 1466.26
17000 1477.51
18000 1482.64
19000 1492.58
20000 1505.53
21000 1520.95
22000 1526.14
23000 1524.5
24000 1526.1
25000 1525.64
26000 1532.72
27000 1541.23
28000 1537.71
29000 1539.89
30000 1550.15
31000 1560.12
32000 1574.93
33000 1594.8
34000 1611.37
35000 1618
36000 1625.02
37000 1626.72
38000 1636.81
39000 1643.94
40000 1652.86
41000 1653.54
42000 1657.53
43000 1655.11
44000 1646.04
45000 1640.6
46000 1640.54
47000 1640.37
48000 1638.76
49000 1629.56
50000 1631.56
51000 1645.16
52000 1657.17
53000 1659.23
54000 1655.53
55000 1648.78
56000 1643.23
57000 1646.68
58000 1646.79
59000 1641.32
60000 1638.63
61000 1643.66
62000 1644.47
63000 1656.32
64000 1673.56
65000 1680.45
66000 1682.3
67000 1681.99
68000 1686.62
69000 1690.56
70000 1697.43
71000 1716.39
72000 1728.45
73000 1732.22
74000 1742.29
75000 1768.39
76000 1788.59
77000 1800.93
78000 1816.69
79000 1827
80000 1837.99
81000 1857.29
82000 1880.42
83000 1904.4
84000 1936.9
85000 1960.66
86000 1980.87
87000 1989.89
88000 2001.59
89000 2014.28
90000 2023.97
91000 2041.55
92000 2050.96
93000 2054.07
94000 2055.57
95000 2065.81
96000 2071.42
97000 2073.42
98000 2088.12
99000 2104.91
100000 2127.4
101000 2154.68
102000 2178.63
103000 2188.28
104000 2197.54
105000 2210.43
106000 2216.13
107000 2222.91
108000 2225.57
109000 2225.02
110000 2220.5
111000 2230.33
112000 2240.61
113000 2249.21
114000 2252.65
115000 2252.6
116000 2273.31
117000 2296.41
118000 2326.86
119000 2355.84
120000 2376.01
121000 2383.43
122000 2385.12
123000 2376.73
124000 2375.95
125000 2393.23
126000 2413.47
127000 2425.11
128000 2444
129000 2458.04
130000 2467.81
131000 2482.51
132000 2496.49
133000 2511.26
134000 2514.33
135000 2524.29
136000 2537
137000 2546.57
138000 2556.19
139000 2563.94
140000 2574.43
141000 2582.39
142000 2591.09
143000 2600.52
144000 2611.28
145000 2611.42
146000 2614.22
147000 2621.9
148000 2629.52
149000 2647.52
150000 2668.22
151000 2692.96
152000 2715.38
153000 2734.65
154000 2762.47
155000 2778.09
156000 2792.28
157000 2796.34
158000 2797.18
159000 2806.81
160000 2824.5
161000 2845.5
162000 2879.36
163000 2908.11
164000 2922.86
165000 2936.9
166000 2951.7
167000 2976.41
168000 2993.41
169000 3001.31
170000 3015.56
171000 3050.06
172000 3065.64
173000 3069.27
174000 3082.49
175000 3088.38
176000 3092.28
177000 3119.11
178000 3146.25
179000 3184.02
180000 3210.6
181000 3221.53
182000 3225.48
183000 3233.66
184000 3226.64
185000 3215.03
186000 3219.27
187000 3229.67
188000 3227.33
189000 3232.39
190000 3243.19
191000 3252.35
192000 3267.4
193000 3294.71
194000 3298.57
195000 3293.7
196000 3294.63
197000 3291.65
198000 3298.44
199000 3310.91
200000 3314.34
201000 3319.65
202000 3299.97
203000 3280.3
204000 3272.76
205000 3265.25
