# Time-averaged data for fix f_msd
# TimeStep c_c_msd[4]
1000 543.864
2000 966.191
3000 1044
4000 1123.69
5000 1317.23
6000 1407.67
7000 1416.23
8000 1422.37
9000 1431.14
10000 1440.84
11000 1440.45
12000 1437.69
13000 1436.92
14000 1435.06
15000 1449.12
16000 1463.17
17000 1473.59
18000 1485.73
19000 1497.62
20000 1504.98
21000 1515.59
22000 1533.25
23000 1559.05
24000 1577.5
25000 1600.4
26000 1626.15
27000 1654.62
28000 1678.92
29000 1696.09
30000 1713.74
31000 1715.13
32000 1710.58
33000 1712.51
34000 1712.6
35000 1721.54
36000 1734.05
37000 1750.26
38000 1772.84
39000 1789.41
40000 1803.42
41000 1817.9
42000 1831.75
43000 1849.97
44000 1861.92
45000 1882.3
46000 1906.67
47000 1929
48000 1955.16
49000 1969.16
50000 1985.3
51000 2004.57
52000 2022.37
53000 2030.81
54000 2035.67
55000 2042.04
56000 2054.87
57000 2067.56
58000 2080.56
59000 2081.62
60000 2087.71
61000 2102.62
62000 2119.38
63000 2135.95
64000 2150.49
65000 2152.72
66000 2158.89
67000 2168.74
68000 2177.26
69000 2187.39
70000 2195.92
71000 2202.68
72000 2198.91
73000 2201.66
74000 2206.97
75000 2203.72
76000 2195.38
77000 2190.06
78000 2183.7
79000 2179.88
80000 2173.05
81000 2170.22
82000 2169.45
83000 2163.14
84000 2144.06
85000 2137.86
86000 2140.11
87000 2147
88000 2148.13
89000 2150.12
90000 2155.99
91000 2170.12
92000 2182.14
93000 2198.37
94000 2201.17
95000 2198.51
96000 2192.04
97000 2193.68
98000 2194.32
99000 2202.49
100000 2217.58
101000 2228.44
102000 2235.67
103000 2235.11
104000 2228.31
105000 2220.48
106000 2215.09
107000 2217.92
108000 2228.79
109000 2229.29
110000 2228.43
111000 2245.92
112000 2265.62
113000 2279.86
114000 2296.19
115000 2309.19
116000 2324.19
117000 2344.82
118000 2366.63
119000 2381.05
120000 2397.8
121000 2413.85
122000 2412.07
123000 2408.26
124000 2400.48
125000 2386.17
126000 2386.5
127000 2398.12
128000 2412.59
129000 2428.53
130000 2442.19
131000 2456.74
132000 2474.79
133000 2482.85
134000 2484.19
135000 2485.83
136000 2504.74
137000 2525.06
138000 2542.28
139000 2548.27
140000 2543.68
141000 2543.74
142000 2531.13
143000 2524.19
144000 2535.49
145000 2547.43
146000 2547.67
147000 2555.53
148000 2563.31
149000 2572.48
150000 2571.87
151000 2564.71
152000 2573.7
153000 2580.44
154000 2595.65
155000 2610.23
156000 2631.48
157000 2655.43
158000 2664.63
159000 2681.09
160000 2703.08
161000 2704.82
162000 2708.16
163000 2712.88
164000 2716.9
165000 2717.6
166000 2718.28
167000 2718.04
168000 2720.21
169000 2717.2
170000 2730.68
171000 2734.32
172000 2736.75
173000 2739.89
174000 2732.04
175000 2740.08
176000 2748.34
177000 2757.87
178000 2775.77
179000 2792.3
180000 2810.84
181000 2821.29
182000 2836.59
183000 2837.92
184000 2834.81
185000 2828.24
186000 2820.63
187000 2819.11
188000 2827.11
189000 2821.47
190000 2811.57
191000 2810.66
192000 2819.19
193000 2830.6
194000 2838.87
195000 2843.86
196000 2853.22
197000 2845.67
198000 2843.36
199000 2847.72
200000 2838.92
201000 2835.09
202000 2830.41
203000 2827.77
204000 2832.11
205000 2830.7
