# Time-averaged data for fix f_shear
# TimeStep v_shear_stress
206000 -1.37965
207000 2.0116
208000 0.555688
209000 -1.04333
210000 -1.82266
211000 -0.153245
212000 -0.240528
213000 -0.697725
214000 0.937921
215000 0.980521
216000 1.10657
217000 2.23378
218000 1.40133
219000 1.65571
220000 1.68144
221000 2.09308
222000 2.06551
223000 1.426
224000 1.28073
225000 1.37988
226000 1.73097
227000 0.772577
228000 0.308891
229000 1.55464
230000 1.93819
231000 1.41198
232000 1.12175
233000 0.947913
234000 1.39368
235000 0.844772
236000 0.575032
237000 0.714469
238000 0.931751
239000 0.781296
240000 1.40721
241000 0.823547
242000 0.840953
243000 0.080147
244000 -0.0583743
245000 0.461317
246000 0.290139
247000 0.140314
248000 -0.317531
249000 -0.210616
250000 1.47327
251000 1.91665
252000 1.30728
253000 0.799333
254000 0.475754
255000 0.490198
256000 0.815464
257000 0.477932
258000 0.696756
259000 0.806425
260000 0.7308
261000 0.555158
262000 -0.487082
263000 -0.237354
264000 -0.104953
265000 0.29857
266000 1.19835
267000 0.903183
268000 0.0502927
269000 0.327017
270000 1.18304
271000 2.01286
272000 1.30586
273000 1.35114
274000 1.88448
275000 1.97381
276000 1.39945
277000 1.18721
278000 0.676603
279000 1.01999
280000 0.977805
281000 0.963911
282000 0.974319
283000 0.153628
284000 -0.178128
285000 -0.398325
286000 0.0181735
287000 -0.113339
288000 0.10166
289000 0.523265
290000 0.547999
291000 0.0933946
292000 0.0857751
293000 0.226813
294000 0.0150251
295000 -0.229529
296000 -0.665452
297000 -0.434906
298000 -0.134901
299000 -0.426833
300000 -0.217631
301000 -0.240749
302000 -0.23054
303000 -0.390031
304000 0.799954
305000 0.143794
306000 0.416584
307000 0.0400858
308000 -0.15178
309000 0.385635
310000 0.469124
311000 0.642448
312000 0.744706
313000 0.701607
314000 0.326372
315000 0.0301882
316000 0.462147
317000 0.82039
318000 0.26838
319000 0.23683
320000 0.281697
321000 -0.0801267
322000 0.23988
323000 0.114369
324000 0.60559
325000 -0.103301
326000 -0.134026
327000 -0.597366
328000 -0.0483715
329000 -0.0766929
330000 0.273415
331000 0.531447
332000 0.753622
333000 1.10042
334000 0.887233
335000 1.06411
336000 0.870646
337000 0.502161
338000 0.38412
339000 0.871663
340000 0.624674
341000 0.325598
342000 -0.33666
343000 -0.97003
344000 -1.46857
345000 -1.3813
346000 -1.07074
347000 -1.25127
348000 -0.788149
349000 -0.204045
350000 -0.707848
351000 -0.986098
352000 -0.343654
353000 -1.2854
354000 -0.888674
355000 -0.461879
356000 -0.202675
357000 -0.302344
358000 0.557612
359000 0.683641
360000 0.462061
361000 0.226505
362000 -0.193392
363000 -0.546455
364000 -0.458592
365000 -0.190035
366000 -0.260551
367000 -0.152864
368000 0.312901
369000 -0.528524
370000 -0.695979
371000 -0.12363
372000 0.113016
373000 -0.430718
374000 -0.121892
375000 -0.496037
376000 -1.00693
377000 -1.44957
378000 -1.32515
379000 -0.612184
380000 -0.151421
381000 0.155714
382000 0.514388
383000 0.457706
384000 -0.113917
385000 -1.27254
386000 -1.46821
387000 -1.118
388000 -0.686368
389000 -0.626485
390000 -0.410058
391000 -0.686782
392000 -0.478665
393000 -0.618863
394000 -1.09201
395000 -0.952314
396000 -0.608866
397000 -0.756637
398000 -0.811799
399000 -1.42454
400000 -1.57198
401000 -0.960119
402000 -0.347702
403000 -0.629848
404000 -0.824002
405000 -0.801394
406000 -0.502235
407000 -0.998938
408000 -1.26938
409000 -1.0451
410000 -0.876953
411000 -0.0883272
412000 0.494595
413000 1.33429
414000 1.46001
415000 1.82154
416000 1.73377
