# Time-averaged data for fix f_msd
# TimeStep c_c_msd[4]
1000 554.21
2000 903.839
3000 999.598
4000 1071.33
5000 1231.37
6000 1360.26
7000 1374.77
8000 1377.75
9000 1386.85
10000 1400.26
11000 1418.68
12000 1439.38
13000 1463.93
14000 1482.7
15000 1497.8
16000 1519.76
17000 1542.73
18000 1559.34
19000 1586.22
20000 1612.21
21000 1639.74
22000 1669.76
23000 1695.73
24000 1715.38
25000 1731.59
26000 1752.18
27000 1772.62
28000 1791.41
29000 1805.3
30000 1816.61
31000 1822.19
32000 1826.25
33000 1824.18
34000 1825.84
35000 1832.22
36000 1848.25
37000 1864.3
38000 1874.45
39000 1892.45
40000 1917.67
41000 1938.88
42000 1951.93
43000 1953.59
44000 1961.97
45000 1982.55
46000 2006.96
47000 2048.1
48000 2071.79
49000 2094.31
50000 2111.25
51000 2107.27
52000 2100.8
53000 2102.46
54000 2119.83
55000 2136.92
56000 2150.01
57000 2166.07
58000 2180.29
59000 2188.61
60000 2200.34
61000 2217.49
62000 2227.95
63000 2236.45
64000 2242.05
65000 2245.88
66000 2245.39
67000 2247.93
68000 2254.46
69000 2245.05
70000 2234.43
71000 2238.74
72000 2259.44
73000 2270.51
74000 2277.91
75000 2288.38
76000 2295.56
77000 2297.61
78000 2309.79
79000 2329
80000 2343.34
81000 2353.23
82000 2349.47
83000 2346.25
84000 2351.64
85000 2362.84
86000 2378.69
87000 2394.26
88000 2403.11
89000 2416.06
90000 2431.48
91000 2448.69
92000 2455.31
93000 2443.08
94000 2442
95000 2457.62
96000 2459.05
97000 2451
98000 2445.15
99000 2440.52
100000 2446.28
101000 2453.76
102000 2473.76
103000 2484.07
104000 2486.16
105000 2487.46
106000 2486.56
107000 2482.99
108000 2472.33
109000 2469.31
110000 2484.18
111000 2487.01
112000 2489.03
113000 2493.19
114000 2483.86
115000 2486.95
116000 2479.32
117000 2477.42
118000 2479.14
119000 2486.99
120000 2507.69
121000 2519.18
122000 2524.43
123000 2525.15
124000 2522.95
125000 2526.31
126000 2535.73
127000 2562.85
128000 2576.2
129000 2595.09
130000 2612.66
131000 2631.34
132000 2653.32
133000 2662.84
134000 2664.74
135000 2680.68
136000 2691.2
137000 2702.73
138000 2713.04
139000 2720.98
140000 2728.6
141000 2744.56
142000 2753.15
143000 2763.71
144000 2775.76
145000 2775.42
146000 2764.72
147000 2763.11
148000 2774.27
149000 2785.76
150000 2792.12
151000 2792.65
152000 2801.39
153000 2810.92
154000 2824.73
155000 2837.71
156000 2858.08
157000 2862.83
158000 2854.59
159000 2860.98
160000 2870.19
161000 2876.03
162000 2878.16
163000 2885.04
164000 2903.26
165000 2926.58
166000 2956.48
167000 2976.32
168000 2983.4
169000 2988.64
170000 2988.06
171000 2971.28
172000 2965.98
173000 2974.45
174000 2990.9
175000 3007.62
176000 3025.18
177000 3036.6
178000 3049.96
179000 3081.47
180000 3107.69
181000 3125.35
182000 3150.4
183000 3167.37
184000 3181.94
185000 3198.94
186000 3212.54
187000 3219.69
188000 3219.98
189000 3223.03
190000 3237.77
191000 3255.2
192000 3257.91
193000 3251.68
194000 3267.86
195000 3289.82
196000 3305.44
197000 3325.24
198000 3337
199000 3347.66
200000 3360.89
201000 3361.54
202000 3355.46
203000 3370.61
204000 3365.05
205000 3341.12
