# Time-averaged data for fix f_msd
# TimeStep c_c_msd[4]
1000 533.378
2000 937.401
3000 1038.16
4000 1165.08
5000 1298.02
6000 1370.26
7000 1384.82
8000 1394.46
9000 1408.98
10000 1413.56
11000 1425.67
12000 1443.98
13000 1459.55
14000 1473.96
15000 1493.5
16000 1508.68
17000 1514.35
18000 1513.98
19000 1505.41
20000 1498.66
21000 1503.17
22000 1512.24
23000 1523.24
24000 1545.05
25000 1563.45
26000 1578
27000 1591.54
28000 1597.15
29000 1600.11
30000 1604.25
31000 1608.06
32000 1614.98
33000 1619.48
34000 1624.25
35000 1632.23
36000 1636.64
37000 1640.21
38000 1644.83
39000 1648.48
40000 1657.11
41000 1665.43
42000 1670.79
43000 1676.56
44000 1682.89
45000 1694.88
46000 1708.08
47000 1714.67
48000 1735.06
49000 1755.81
50000 1764.45
51000 1769.35
52000 1776.41
53000 1788.64
54000 1800.9
55000 1809.25
56000 1808.86
57000 1802.25
58000 1805.96
59000 1825.79
60000 1846.77
61000 1851.25
62000 1849.52
63000 1856.15
64000 1863.19
65000 1869.14
66000 1871.87
67000 1871.78
68000 1868.35
69000 1869.4
70000 1878.59
71000 1891.27
72000 1906.73
73000 1921.88
74000 1935.21
75000 1955.87
76000 1975.28
77000 1989.46
78000 2006.09
79000 2025.05
80000 2035.57
81000 2036.78
82000 2038.68
83000 2038.39
84000 2040.22
85000 2040.57
86000 2050.62
87000 2056.44
88000 2059.23
89000 2076.39
90000 2080.67
91000 2081.74
92000 2077.81
93000 2077.62
94000 2093.77
95000 2107.4
96000 2124.77
97000 2135.16
98000 2142.71
99000 2139.79
100000 2144.15
101000 2155.45
102000 2158.02
103000 2170.15
104000 2190.33
105000 2209.95
106000 2214.44
107000 2213.76
108000 2204.81
109000 2203.35
110000 2201.91
111000 2200.11
112000 2194.91
113000 2191.7
114000 2188.48
115000 2184.78
116000 2184.42
117000 2196.02
118000 2216.53
119000 2222.49
120000 2219.08
121000 2211.18
122000 2204.79
123000 2205.68
124000 2206.57
125000 2209.16
126000 2215.24
127000 2221.27
128000 2239.93
129000 2243.11
130000 2261.94
131000 2268
132000 2274.3
133000 2278.09
134000 2268.8
135000 2252.4
136000 2238.79
137000 2215.37
138000 2201.25
139000 2194.22
140000 2185.52
141000 2182.49
142000 2190.96
143000 2207.83
144000 2225.88
145000 2224.37
146000 2235.04
147000 2233.07
148000 2233.15
149000 2242.75
150000 2248.2
151000 2250.99
152000 2256.67
153000 2260.21
154000 2266.4
155000 2275.54
156000 2284
157000 2285.78
158000 2287.29
159000 2282.49
160000 2281.4
161000 2282.84
162000 2283.5
163000 2281.43
164000 2275.19
165000 2274.96
166000 2270.51
167000 2264.16
168000 2262.7
169000 2252.96
170000 2250.37
171000 2253.74
172000 2245.32
173000 2244.65
174000 2245.99
175000 2255.7
176000 2252.64
177000 2240.64
178000 2237.71
179000 2238.93
180000 2240.63
181000 2253.32
182000 2269.75
183000 2279.92
184000 2295.25
185000 2296.63
186000 2296.16
187000 2302.76
188000 2296.7
189000 2294.35
190000 2297.3
191000 2312.77
192000 2334.26
193000 2341.51
194000 2343.13
195000 2349.98
196000 2343.45
197000 2333.16
198000 2329.72
199000 2323.6
200000 2323.52
201000 2322.13
202000 2325.57
203000 2328.51
204000 2330.42
205000 2328.28
